site,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
sample_1,0.75,1,0.54,0.42,0.11,0.86,0,0.43,0,0.35,0.55,0.71,0.67,0.78,0.56,0.4,0.71,0.5,1,0,0.33,0.84,0.67,0.33,0.44,0,0.27,1
